CodDependencia,Dependencia,Tipo de Inversión,CodBPIN,Nombre_proy_Ajustado,Comuna,NomComuna,Inversion,Año,Corte
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,50,San Sebastián de Palmitas,"$12,273,158",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,7,Robledo,"$101,970,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,7,Robledo,"$91,666,667",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,7,Robledo,"$59,459,459",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080497,PP PLAN DESARME,60,San Cristobal,"$14,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080443,PLAN MAESTRO  DE MEJORAMIENTO PARA LA ATENCIÓN INTEGRAL EN CASAS DE GOBIERNO Y JUSTICIA UPJ,60,San Cristobal,"$3,642,335",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080180,"PP - APOYO INSTITUCIONAL Y DE INFRAESTRUCTURA PARA LA SEGURIDAD CIUDADANA EN LAS COMUNAS 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 60, 70, 80 Y 90",60,San Cristobal,"$28,700,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,60,San Cristobal,"$12,273,158",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,7,Robledo,"$102,484,165",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080114,Medellín Despierta Para La Vida,4,Aranjuez,"$34,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,6,Doce de Octubre,"$59,699,700",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080568,"PROMOCIÓN DE LA DEFENSA, DISFRUTE Y GESTIÓN PARTICIPATIVA Y CIUDADANA DEL ESPACIO PÚBLICO",4,Aranjuez,"$100,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080443,PLAN MAESTRO  DE MEJORAMIENTO PARA LA ATENCIÓN INTEGRAL EN CASAS DE GOBIERNO Y JUSTICIA UPJ,4,Aranjuez,"$3,643,333",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080182,PP DELINQUIR NO PAGA,4,Aranjuez,"$20,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080181,PP MEDELLÍN DESPIERTA PARA LA VIDA,4,Aranjuez,"$30,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080180,"PP - APOYO INSTITUCIONAL Y DE INFRAESTRUCTURA PARA LA SEGURIDAD CIUDADANA EN LAS COMUNAS 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 60, 70, 80 Y 90",4,Aranjuez,"$15,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,5,Castilla,"$65,405,405",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080118,Promoción De La Convivencia Familiar Y Aplicación De La Ley,4,Aranjuez,"$42,631,251",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080101,Estrategia De Acompañamiento A Las Familias Y Comunidades Que Reciben Desmovilizados,5,Castilla,"$135,766,423",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080113,Delinquir No Paga,4,Aranjuez,"$7,090,858",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080104,Atención A Victimas Del Conflicto Armado,4,Aranjuez,"$327,466,696",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,4,Aranjuez,"$102,484,160",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080102,Atención A Jóvenes En Alto Riego De Pertenecer A Grupos Armados Al Margen De La Ley,4,Aranjuez,"$897,472,603",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080101,Estrategia De Acompañamiento A Las Familias Y Comunidades Que Reciben Desmovilizados,4,Aranjuez,"$627,737,226",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,050043,PP - APOYO AL FUNCIONAMIENTO CENTROS DE CONCILIACIÓN,4,Aranjuez,"$4,610,534",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,4,Aranjuez,"$48,888,889",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,4,Aranjuez,"$17,533,083",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080180,"PP - APOYO INSTITUCIONAL Y DE INFRAESTRUCTURA PARA LA SEGURIDAD CIUDADANA EN LAS COMUNAS 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 60, 70, 80 Y 90",5,Castilla,"$75,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080118,Promoción De La Convivencia Familiar Y Aplicación De La Ley,50,San Sebastián de Palmitas,"$22,855,912",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080113,Delinquir No Paga,50,San Sebastián de Palmitas,"$10,090,858",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,50,San Sebastián de Palmitas,"$6,832,278",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080101,Estrategia De Acompañamiento A Las Familias Y Comunidades Que Reciben Desmovilizados,50,San Sebastián de Palmitas,"$2,919,708",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080566,PP FORTALECIMIENTO Y ASISTENCIA DE LOS DERECHOS HUMANOS,5,Castilla,"$15,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080497,PP PLAN DESARME,5,Castilla,"$36,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040053,Plan Desarme,5,Castilla,"$68,500,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080181,PP MEDELLÍN DESPIERTA PARA LA VIDA,5,Castilla,"$5,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080499,PP MANUAL DE CONVIVENCIA CIUDADANA,7,Robledo,"$63,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,5,Castilla,"$17,533,083",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080118,Promoción De La Convivencia Familiar Y Aplicación De La Ley,5,Castilla,"$42,728,619",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080115,"Vigías, Vigilantes De Mi Barrio",5,Castilla,"$6,789,399",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080114,Medellín Despierta Para La Vida,5,Castilla,"$34,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080113,Delinquir No Paga,5,Castilla,"$7,113,858",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,5,Castilla,"$102,484,101",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080102,Atención A Jóvenes En Alto Riego De Pertenecer A Grupos Armados Al Margen De La Ley,5,Castilla,"$824,094,356",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080182,PP DELINQUIR NO PAGA,5,Castilla,"$20,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080102,Atención A Jóvenes En Alto Riego De Pertenecer A Grupos Armados Al Margen De La Ley,9,Buenos Aires,"$79,021,746",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080185,PP ATENCIÓN A VICTIMAS DEL CONFLICTO ARMADO,7,Robledo,"$20,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080180,"PP - APOYO INSTITUCIONAL Y DE INFRAESTRUCTURA PARA LA SEGURIDAD CIUDADANA EN LAS COMUNAS 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 60, 70, 80 Y 90",9,Buenos Aires,"$15,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,9,Buenos Aires,"$56,982,521",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080118,Promoción De La Convivencia Familiar Y Aplicación De La Ley,9,Buenos Aires,"$43,525,607",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080115,"Vigías, Vigilantes De Mi Barrio",9,Buenos Aires,"$20,368,196",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080114,Medellín Despierta Para La Vida,9,Buenos Aires,"$34,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,90,Santa Elena,"$6,832,278",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,9,Buenos Aires,"$51,242,082",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080113,Delinquir No Paga,90,Santa Elena,"$10,760,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080101,Estrategia De Acompañamiento A Las Familias Y Comunidades Que Reciben Desmovilizados,9,Buenos Aires,"$192,700,730",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,9,Buenos Aires,"$36,666,667",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,9,Buenos Aires,"$62,432,432",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080497,PP PLAN DESARME,80,San Antonio de Prado,"$18,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080186,PP ATENCIÓN A JÓVENES EN ALTO RIESGO DE PERTENECER A GRUPOS AL MARGEN DE LA LEY,80,San Antonio de Prado,"$26,543,210",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080180,"PP - APOYO INSTITUCIONAL Y DE INFRAESTRUCTURA PARA LA SEGURIDAD CIUDADANA EN LAS COMUNAS 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 60, 70, 80 Y 90",80,San Antonio de Prado,"$10,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,80,San Antonio de Prado,"$31,559,550",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080113,Delinquir No Paga,9,Buenos Aires,"$7,500,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,030234,Sensibilizacion Al Ciudadano,99,Toda la Ciudad,"$901,893",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040351,Defensa Tecnica De Las Personas Procesadas,99,Toda la Ciudad,"$694,460,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040349,Politica Metropolitana De Seguridad Y Convivencia,99,Toda la Ciudad,"$234,792,565",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040341,Fortalecimiento Y Asistencia A Derechos Humanos,99,Toda la Ciudad,"$27,897,073",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040205,"Organización, Control Y Autocontrol De Venteros En El Espacio Público",99,Toda la Ciudad,"$9,090,908",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040203,"Vigilancia, Control Y Capacitación Sobre El Uso Del Espacio Publico",99,Toda la Ciudad,"$220,981,941",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,99,Toda la Ciudad,"$165,165,165",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080182,PP DELINQUIR NO PAGA,9,Buenos Aires,"$18,180,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,030236,Gestión Pública,99,Toda la Ciudad,"$2,040,262",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080113,Delinquir No Paga,80,San Antonio de Prado,"$10,760,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,030233,Difusion  Y Control De La Publicidad Exterior Visual,99,Toda la Ciudad,"$1,809,760",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,030229,El Inspector Y La Comunidad,99,Toda la Ciudad,"$670,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,030227,Fortalecimiento De Las Comisarias De Familia Del Municipio De Medellin,99,Toda la Ciudad,"$8,180,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,020213,Apoyo Institucional Para La Convivencia,99,Toda la Ciudad,"$11,280,486",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080180,"PP - APOYO INSTITUCIONAL Y DE INFRAESTRUCTURA PARA LA SEGURIDAD CIUDADANA EN LAS COMUNAS 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 60, 70, 80 Y 90",90,Santa Elena,"$30,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,90,Santa Elena,"$13,149,813",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080118,Promoción De La Convivencia Familiar Y Aplicación De La Ley,90,Santa Elena,"$37,761,943",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040197,Desactivación De La Agresión Intrafamiliar,99,Toda la Ciudad,"$98,150,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080114,Medellín Despierta Para La Vida,70,Altavista,"$34,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080099,Contrucción Y Adecuación De Casas De Justicia Y De Gobierno,8,Villa Hermosa,"$320,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,060031,PP CIUDADANIA DE LA NOCHE,8,Villa Hermosa,"$5,081,031",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,8,Villa Hermosa,"$91,666,667",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,8,Villa Hermosa,"$55,165,165",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080497,PP PLAN DESARME,70,Altavista,"$36,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080180,"PP - APOYO INSTITUCIONAL Y DE INFRAESTRUCTURA PARA LA SEGURIDAD CIUDADANA EN LAS COMUNAS 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 60, 70, 80 Y 90",70,Altavista,"$30,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080118,Promoción De La Convivencia Familiar Y Aplicación De La Ley,80,San Antonio de Prado,"$57,736,022",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080118,Promoción De La Convivencia Familiar Y Aplicación De La Ley,70,Altavista,"$40,643,774",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,8,Villa Hermosa,"$146,893,969",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080113,Delinquir No Paga,70,Altavista,"$7,500,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080104,Atención A Victimas Del Conflicto Armado,70,Altavista,"$255,049,624",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,70,Altavista,"$6,832,278",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080101,Estrategia De Acompañamiento A Las Familias Y Comunidades Que Reciben Desmovilizados,70,Altavista,"$46,715,328",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080094,Construcción Y Mejoramiento De La Infraestructura De Seguridad,70,Altavista,"$2,997,860,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080566,PP FORTALECIMIENTO Y ASISTENCIA DE LOS DERECHOS HUMANOS,7,Robledo,"$66,780,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080497,PP PLAN DESARME,3,Manrique,"$36,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,70,Altavista,"$31,559,550",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080180,"PP - APOYO INSTITUCIONAL Y DE INFRAESTRUCTURA PARA LA SEGURIDAD CIUDADANA EN LAS COMUNAS 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 60, 70, 80 Y 90",8,Villa Hermosa,"$65,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080497,PP PLAN DESARME,7,Robledo,"$40,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080103,Guias Ciudadanos Para La Convivenica,80,San Antonio de Prado,"$6,832,278",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080102,Atención A Jóvenes En Alto Riego De Pertenecer A Grupos Armados Al Margen De La Ley,80,San Antonio de Prado,"$112,889,638",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080101,Estrategia De Acompañamiento A Las Familias Y Comunidades Que Reciben Desmovilizados,80,San Antonio de Prado,"$71,532,847",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080566,PP FORTALECIMIENTO Y ASISTENCIA DE LOS DERECHOS HUMANOS,8,Villa Hermosa,"$15,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080499,PP MANUAL DE CONVIVENCIA CIUDADANA,8,Villa Hermosa,"$21,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080497,PP PLAN DESARME,8,Villa Hermosa,"$36,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080101,Estrategia De Acompañamiento A Las Familias Y Comunidades Que Reciben Desmovilizados,8,Villa Hermosa,"$639,416,058",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080181,PP MEDELLÍN DESPIERTA PARA LA VIDA,8,Villa Hermosa,"$40,880,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080102,Atención A Jóvenes En Alto Riego De Pertenecer A Grupos Armados Al Margen De La Ley,8,Villa Hermosa,"$203,201,348",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,8,Villa Hermosa,"$57,859,175",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080118,Promoción De La Convivencia Familiar Y Aplicación De La Ley,8,Villa Hermosa,"$43,326,860",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080115,"Vigías, Vigilantes De Mi Barrio",8,Villa Hermosa,"$6,789,399",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080114,Medellín Despierta Para La Vida,8,Villa Hermosa,"$34,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080113,Delinquir No Paga,8,Villa Hermosa,"$10,780,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080104,Atención A Victimas Del Conflicto Armado,8,Villa Hermosa,"$43,062,197",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,0,080114,Medellín Despierta Para La Vida,80,San Antonio de Prado,"$34,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080314,PP09- ORGANIZACIÓN Y RELOCALIZACIÓN DE VENDEDORES INFORMALES EN SISTEMAS MODULARES,8,Villa Hermosa,"$34,415,999",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080181,PP MEDELLÍN DESPIERTA PARA LA VIDA,11,Laureles - Estadio,"$75,000,000",2009,31-Dic-2009
201,Secretaría de Gobierno y Gestión del Gabinete,1,080168,PP PROMOCIÓN DE LA CONVIVENCIA FAMILIAR Y APLICACIÓN DE LA LEY DE INFANCIA Y ADOLESCENCIA,13,San Javier,"$116,750,176",2009,31-Dic-2009
