CodDependencia,Dependencia,Tipo de Inversión,CodBPIN,Nombre_proy_Ajustado,Comuna,NomComuna,Inversion,Año,Corte
201,Secretaría de Gobierno y Gestión del Gabinete,1,070039,PP INTERVENCIÓN EN CÁRCELES,1,Popular,"$3,072,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050084,"PP Apoyo a la modernizacion, fortalecimiento y transformacion de los organimos de",80,San Antonio de Prado,"$15,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040341,Fortalecimiento Y Asistencia A Derechos Humanos,14,El Poblado,"$11,637,142",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,14,El Poblado,"$45,116,810",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040342,Organizacion Y Capacitación De Vigilantes Informales,14,El Poblado,"$39,764,208",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060031,PP CIUDADANIA DE LA NOCHE,80,San Antonio de Prado,"$21,450,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060031,PP CIUDADANIA DE LA NOCHE,1,Popular,"$75,140,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050080,PP MANUAL DE CONVIVENCIA,2,Santa Cruz,"$15,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,050083,Casa De Justicia,2,Santa Cruz,"$100,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,14,El Poblado,"$58,281,199",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050084,"PP Apoyo a la modernizacion, fortalecimiento y transformacion de los organimos de",2,Santa Cruz,"$60,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050061,PP FORTALECIMENTO Y ASISTENCIA A LOS DERECHOS HUMANOS,80,San Antonio de Prado,"$33,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050084,"PP Apoyo a la modernizacion, fortalecimiento y transformacion de los organimos de",1,Popular,"$33,548,421",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,050083,Casa De Justicia,1,Popular,"$100,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,50,San Sebastián de Palmitas,"$20,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,8,Villa Hermosa,"$60,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,10,La Candelaria,"$122,516,500",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050080,PP MANUAL DE CONVIVENCIA,16,Belén,"$30,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,11,Laureles - Estadio,"$9,274,548",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040200,Trabajo Con Población Reincidente,11,Laureles - Estadio,"$949,365",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,11,Laureles - Estadio,"$45,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040342,Organizacion Y Capacitación De Vigilantes Informales,11,Laureles - Estadio,"$35,245,550",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040344,PP DESACTIVACION DE LA AGRESION INTRAFAMILIAR,11,Laureles - Estadio,"$65,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,080099,Contrucción Y Adecuación De Casas De Justicia Y De Gobierno,1,Popular,"$337,750,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,8,Villa Hermosa,"$27,818,700",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,8,Villa Hermosa,"$1,835,588",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050084,"PP Apoyo a la modernizacion, fortalecimiento y transformacion de los organimos de",16,Belén,"$155,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040341,Fortalecimiento Y Asistencia A Derechos Humanos,8,Villa Hermosa,"$11,637,142",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040342,Organizacion Y Capacitación De Vigilantes Informales,8,Villa Hermosa,"$6,326,124",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,11,Laureles - Estadio,"$38,854,132",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040003,Control De Hidrocarburos,99,Toda la Ciudad,"$140,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,8,Villa Hermosa,"$713,467,237",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,70,Altavista,"$135,989,463",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040049,Ciudadanía De La Noche,14,El Poblado,"$21,500,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040311,PP ORGANIZACIÓN CONTROL AUTOCONTROL DE VENTEROS EN EL ESPACIO PUBLICO,8,Villa Hermosa,"$20,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050084,"PP Apoyo a la modernizacion, fortalecimiento y transformacion de los organimos de",12,La América,"$147,950,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050061,PP FORTALECIMENTO Y ASISTENCIA A LOS DERECHOS HUMANOS,5,Castilla,"$5,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040341,Fortalecimiento Y Asistencia A Derechos Humanos,13,San Javier,"$115,859,428",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040344,PP DESACTIVACION DE LA AGRESION INTRAFAMILIAR,13,San Javier,"$39,500,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,13,San Javier,"$652,749,424",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,4,Aranjuez,"$10,144,037",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040200,Trabajo Con Población Reincidente,4,Aranjuez,"$3,481,005",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040201,Diseño E Implementación De La Unidad Permanente De Justicia Y Fortalecimiento De Las,4,Aranjuez,"$396,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,13,San Javier,"$15,360,970",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060031,PP CIUDADANIA DE LA NOCHE,7,Robledo,"$10,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060031,PP CIUDADANIA DE LA NOCHE,12,La América,"$12,600,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,4,Aranjuez,"$13,650,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,2,Santa Cruz,"$711,050,622",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040344,PP DESACTIVACION DE LA AGRESION INTRAFAMILIAR,2,Santa Cruz,"$53,195,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040341,Fortalecimiento Y Asistencia A Derechos Humanos,4,Aranjuez,"$215,433,144",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,050083,Casa De Justicia,7,Robledo,"$100,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050080,PP MANUAL DE CONVIVENCIA,7,Robledo,"$87,555,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040049,Ciudadanía De La Noche,90,Santa Elena,"$21,500,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040205,"Organización, Control Y Autocontrol De Venteros En El Espacio Público",10,La Candelaria,"$90,910,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050084,"PP Apoyo a la modernizacion, fortalecimiento y transformacion de los organimos de",70,Altavista,"$10,998,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040048,Guias Ciduadanos,13,San Javier,"$130,175,304",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040344,PP DESACTIVACION DE LA AGRESION INTRAFAMILIAR,70,Altavista,"$20,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,70,Altavista,"$20,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050043,PP - APOYO AL FUNCIONAMIENTO CENTROS DE CONCILIACIÓN,9,Buenos Aires,"$5,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040053,Plan Desarme,4,Aranjuez,"$809,310",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050084,"PP Apoyo a la modernizacion, fortalecimiento y transformacion de los organimos de",10,La Candelaria,"$114,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050084,"PP Apoyo a la modernizacion, fortalecimiento y transformacion de los organimos de",9,Buenos Aires,"$125,003,796",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040049,Ciudadanía De La Noche,4,Aranjuez,"$21,500,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040200,Trabajo Con Población Reincidente,13,San Javier,"$1,265,800",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050080,PP MANUAL DE CONVIVENCIA,10,La Candelaria,"$89,555,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050044,PP PLAN DESARME,7,Robledo,"$54,640,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040049,Ciudadanía De La Noche,13,San Javier,"$21,500,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060031,PP CIUDADANIA DE LA NOCHE,9,Buenos Aires,"$62,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060033,PP- ACOMPAÑAMIENTO A POBLACIÓN REINCIDENTE,9,Buenos Aires,"$3,380,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040053,Plan Desarme,13,San Javier,"$2,555,051",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040053,Plan Desarme,70,Altavista,"$20,818,002",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040049,Ciudadanía De La Noche,70,Altavista,"$21,500,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,070039,PP INTERVENCIÓN EN CÁRCELES,12,La América,"$54,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060033,PP- ACOMPAÑAMIENTO A POBLACIÓN REINCIDENTE,12,La América,"$3,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040048,Guias Ciduadanos,4,Aranjuez,"$108,479,400",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040344,PP DESACTIVACION DE LA AGRESION INTRAFAMILIAR,5,Castilla,"$20,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040344,PP DESACTIVACION DE LA AGRESION INTRAFAMILIAR,4,Aranjuez,"$80,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040200,Trabajo Con Población Reincidente,16,Belén,"$4,750,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,16,Belén,"$41,928,684",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040200,Trabajo Con Población Reincidente,9,Buenos Aires,"$2,848,095",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,9,Buenos Aires,"$7,825,400",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,070039,PP INTERVENCIÓN EN CÁRCELES,70,Altavista,"$10,002,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040049,Ciudadanía De La Noche,16,Belén,"$12,490,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040311,PP ORGANIZACIÓN CONTROL AUTOCONTROL DE VENTEROS EN EL ESPACIO PUBLICO,9,Buenos Aires,"$30,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,5,Castilla,"$341,976,365",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,9,Buenos Aires,"$27,818,700",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040342,Organizacion Y Capacitación De Vigilantes Informales,5,Castilla,"$6,777,990",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050043,PP - APOYO AL FUNCIONAMIENTO CENTROS DE CONCILIACIÓN,2,Santa Cruz,"$20,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,5,Castilla,"$20,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,10,La Candelaria,"$155,416,529",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040344,PP DESACTIVACION DE LA AGRESION INTRAFAMILIAR,10,La Candelaria,"$63,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040342,Organizacion Y Capacitación De Vigilantes Informales,10,La Candelaria,"$37,480,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,10,La Candelaria,"$92,900,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040035,Suministro De Apoyo Logistico A Los Organismos De Seguridad Y Justicia,99,Toda la Ciudad,"$2,300,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060033,PP- ACOMPAÑAMIENTO A POBLACIÓN REINCIDENTE,3,Manrique,"$2,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060031,PP CIUDADANIA DE LA NOCHE,5,Castilla,"$170,340,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,080099,Contrucción Y Adecuación De Casas De Justicia Y De Gobierno,3,Manrique,"$310,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050080,PP MANUAL DE CONVIVENCIA,12,La América,"$15,450,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060031,PP CIUDADANIA DE LA NOCHE,70,Altavista,"$35,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,060033,PP- ACOMPAÑAMIENTO A POBLACIÓN REINCIDENTE,70,Altavista,"$2,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,050083,Casa De Justicia,5,Castilla,"$76,150,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050084,"PP Apoyo a la modernizacion, fortalecimiento y transformacion de los organimos de",5,Castilla,"$21,662,190",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050043,PP - APOYO AL FUNCIONAMIENTO CENTROS DE CONCILIACIÓN,12,La América,"$5,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040311,PP ORGANIZACIÓN CONTROL AUTOCONTROL DE VENTEROS EN EL ESPACIO PUBLICO,16,Belén,"$10,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040198,Intervención Social En Las Cárceles,90,Santa Elena,"$96,610",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040311,PP ORGANIZACIÓN CONTROL AUTOCONTROL DE VENTEROS EN EL ESPACIO PUBLICO,10,La Candelaria,"$79,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,90,Santa Elena,"$25,135,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040342,Organizacion Y Capacitación De Vigilantes Informales,16,Belén,"$26,660,094",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040312,Manual De Convivencia,16,Belén,"$24,178,700",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040344,PP DESACTIVACION DE LA AGRESION INTRAFAMILIAR,90,Santa Elena,"$39,865,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,9,Buenos Aires,"$540,072,440",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040342,Organizacion Y Capacitación De Vigilantes Informales,9,Buenos Aires,"$13,555,980",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,4,Aranjuez,"$639,644,386",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,9,Buenos Aires,"$50,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,16,Belén,"$252,551,860",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050043,PP - APOYO AL FUNCIONAMIENTO CENTROS DE CONCILIACIÓN,8,Villa Hermosa,"$5,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,050084,"PP Apoyo a la modernizacion, fortalecimiento y transformacion de los organimos de",15,Guayabal,"$161,664,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,15,Guayabal,"$20,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040311,PP ORGANIZACIÓN CONTROL AUTOCONTROL DE VENTEROS EN EL ESPACIO PUBLICO,3,Manrique,"$27,470,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040316,PP FORTALECIMIENTO DE LAS RELACIONES FAMILIARES,3,Manrique,"$40,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040342,Organizacion Y Capacitación De Vigilantes Informales,15,Guayabal,"$17,170,908",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,040344,PP DESACTIVACION DE LA AGRESION INTRAFAMILIAR,15,Guayabal,"$20,000,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,1,070039,PP INTERVENCIÓN EN CÁRCELES,4,Aranjuez,"$50,400,000",2008,31-Dic-2008
201,Secretaría de Gobierno y Gestión del Gabinete,0,040352,Diseño E Implementación De Una Estrategia De Desmovilizaión,15,Guayabal,"$77,708,265",2008,31-Dic-2008
